Bew.-Nr.,Firmenname,Adresse,PLZ,Ort/Region,Kategorie,Weitere Aktivitäten,Tierart,Latitude,Longitude
M19.1530.1,Metzgerei Metzger AG,Schlachtanlage Erlen ,9655.0,Stein SG SG,SH,"SH(II), SH(III)","B, C, O, P, S",47.20001,9.22611
54468723,Metzgerei Nyffenegger AG,,3436.0,Zollbrück BE,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",46.97446,7.74376
40978313,Metzgerei Olbrecht AG,Kirchstrasse 8,8572.0,Berg TG TG,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P",47.5767808,9.1646575
41616992,Metzgerei Peter Bühler,Bächlistrasse 64,9633.0,Bächli (Hemberg) SG,SH,SH(II),"B, C, O, P, S",47.3051851,9.1944909
42132842,Metzgerei Rickli AG,Unterdorf 13,8718.0,Schänis SG,SH,,"B, C, O, P",47.1608987,9.0464503
93743024,Metzgerei Riesen,Balmberg 83,3096.0,Oberbalm BE,SH,SH(II),"B, C, O, P",46.8688208,7.4054433
41713119,Metzgerei Rust GmbH,Sidwaldstrasse 26,9652.0,Neu St. Johann SG,SH,SH(II),"B, C, O, P, S",47.2322614,9.1941424
41504036,Metzgerei Schlüchter AG,,3465.0,Dürrenroth BE,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",47.08816,7.7913
40263452,Metzgerei Villiger AG,Zugerbergstrasse 17,6314.0,Unterägeri ZG,SH,"SH(II), SH(III), GHE(IV), PP(VI)","B, C, O, P, S",47.1364878,8.5825188
80442244,Metzgerei Werder,Marktgasse 17,5304.0,Endingen AG,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",47.53756,8.2900506
40453967,Metzgerei Widmer AG,,3257.0,Grossaffoltern BE,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P",47.06595,7.36232
41626189,Metzgerei Willi AG,Wiesentalstrasse 2,9242.0,Oberuzwil SG,SH,,"B, C, O, P",47.4297172,9.1236848
63457338,"Metzgerei Wyss GmbH, Raphael Wyss",Industriestr. 5,6203.0,Sempach Station LU,SH,,"B, C, O, P",47.1164137,8.2019231
74136186,Metzgerei Zemp,Gewerbering 9,6018.0,Buttisholz LU,SH,,"B, C, O, P",47.1122949,8.0764468
70215518,Metzgerei Zimmermann AG,Rössligasse 18,4460.0,Gelterkinden BL,SH,"SH(III), GHE(IV)","B, C, O, P",47.4649456,7.8549592
340,Micarna SA - produits carnés,rte de l'Industrie 25,1784.0,Courtepin FR,"SH, CP","CS(0), RW(0), WM(0), CP(II), CP(III), CP(IV), MM(V), MP(V), PP(VI)","B, O, P, S",46.8655618,7.1201149
95779531,Michel Fritz,Untere Bönigstrasse 38,3800.0,Interlaken BE,SH,SH(III),"B, C, O, P, S",46.6896869,7.8758989
45855200,Michel Simon,Hauptstrasse 27,8552.0,Felben-Wellhausen TG,SH,,"B, C, O, P, S",47.57944,8.9423
64319106,Milava GmbH,Ebnaterstrasse 42,9642.0,Ebnat-Kappel SG,SH,,"B, C, O",47.2602938,9.1255351
70149200,Milchproduzentengenossenschaft Rüti,Goldbachstr. 20,8630.0,Rüti ZH ZH,SH,"SH(II), SH(III)","B, C, O, P, S",47.2654405,8.8766315
53497068,Moser Martin,Steinerbergstrasse 74,6417.0,Sattel SZ,SH,,"B, C, O, P",47.073588,8.6226132
53912741,Mujo Metzgerei,Hauptstrasse 20,4952.0,Eriswil BE,SH,"SH(II), SH(III), GHE(IV)","B, C, O",47.0805865,7.8498323
69992431,Müller Fleisch GmbH,,8226.0,Schleitheim SH,SH,"SH(II), SH(III)","B, C, O, P, S",47.74818,8.48213
41544987,"Müller Hans-Jörg, Littauer-Metzg",Luzernerstr. 1110,6014.0,Luzern LU,SH,,"B, C, O, P",47.1128494,8.3880335
40966213,Müller Stefan,Dorfstrasse 13,8512.0,Thundorf TG,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P",47.5469619,8.9633512
50689125,MZ Kalchrain,Kalchrain ,8536.0,Hüttwilen TG,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P",47.60674,8.87343
15529967,Mäder Daniel,Fulnau 1,4206.0,Seewen SO SO,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P",47.4277824,7.6268368
94055156,Natur- und Tierpark Goldau,Depotweg 22,6410.0,Goldau SZ,SH,SH(III),"B, C, O, P",47.052244,8.5584774
79870635,Neidhart Felix,Hanfgartenstrasse 419a,8262.0,Ramsen SH,SH,"SH(II), SH(III)","B, C, O, P, S",47.70797,8.80949
52418960,Notschlachtanlage Appenzell,Weissbadstrasse 49 B,9050.0,Appenzell AI,SH,GHE(IV),"B, C, O, P, S",47.3289854,9.4158097
52380673,Notschlachthaus Einsiedeln,"Gaswerkstrasse 10a, Postfach 161",8840.0,Einsiedeln SZ,SH,,"B, C, O, P, S",47.11738,8.77922
72036804,Notschlachthaus Oberbussnang,Spitzacker ,9565.0,Bussnang TG,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P",47.55678,9.08157
70218173,Notschlachthaus Schwyz,Kaltbach ,6423.0,Seewen SZ SZ,SH,,"B, C, O, P",47.02883,8.63039
70149546,Notschlachthaus Schübelbach,Rietbrunnen 16,8808.0,Pfäffikon SZ SZ,SH,,"B, C, O, P, S",47.2014368,8.7745402
70148123,Notschlachthaus Wartau,Lonnabongert 2420,9476.0,Weite SG,SH,SH(III),"B, C, O, P, S",47.09377,9.49835
70148139,Notschlachtlokal Engi/Bütschwil,Engi ,9606.0,Bütschwil SG,SH,,"B, C, O, P, S",47.36022,9.07213
,Notschlachtlokal Eschenbach c/o Finanzverwaltung Eschenbach,Gublen 2245,8733.0,Eschenbach SG SG,SH,SH(III),"B, C, O, P, S",47.2337727,8.9261562
70148034,Notschlachtlokal Gams Gemeindekassieramt,Hof ,9473.0,Gams SG,SH,SH(III),"B, C, O, P, S",47.20429,9.44172
70148029,Notschlachtlokal Mels Gemeinde Mels,Bachstrasse ,8887.0,Mels SG,SH,,"B, C, O, P",47.04556,9.42318
70148097,Notschlachtlokal Mörschwil,"Gemeindamt, Postfach ",9402.0,Mörschwil SG,SH,,"B, C, O, P, S",47.46867,9.42178
70149530,Notschlachtlokal Nesslau Hans Louis,Berstel 1983,9650.0,Nesslau SG,SH,SH(III),"B, C, O, P, S",47.2223417,9.1973882
A70148076,Notschlachtlokal Rossrüti Herr Thomas Ruckstuhl,Uerental ,9512.0,Rossrüti SG,SH,,"B, C, O, P, S",47.47566,9.06253
70682712,Notschlachtlokal Rufi,Mühlackerstrasse 2,8723.0,Rufi SG,SH,,"B, C, O, P, S",47.18068,9.04969
70148102,Notschlachtlokal Stadt Altstätten,Hinterdammstrasse 10,9450.0,Altstätten SG SG,SH,,"B, C, O, P, S",47.368135,9.5637717
70148055,Notschlachtlokal Wattwil,"Gemeindamt, Grüenaustr. 7",9630.0,Wattwil SG,SH,,"B, C, O, P, S",47.30225,9.08757
70148207,Notschlachtverband Appenzell Mittelland,Austrasse 32,9055.0,Bühler AR,SH,SH(III),"B, C, O, P, S",47.00016,8.01427
80497877,NSA Wolfhalden,Unterlindenberg 208,9427.0,Wolfhalden AR,SH,SH(III),"B, C, O, P, S",47.00016,8.01427
41614052,Näf Albert,Bütschwilerstrasse 2,9607.0,Mosnang SG,SH,SH(II),"B, C, O, P, S",47.3619597,9.0401548
53936475,Ochsen-Metzgerei Wattinger AG,Hauptstrasse 26,8594.0,Güttingen TG,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",47.6024455,9.2891095
42654397,Odermatt Anton jun.,Meierskählen 1,6370.0,Stans NW,"SH, CP","PP(VI), PP(IX)","B, C, O, P",46.9537518,8.3501113
45939934,Omlin-Grisiger Pius,Mittler-Aegerten 3,6372.0,Ennetmoos NW,SH,"SH(II), SH(III)","B, C, O, P, S",46.9388279,8.3067084
61848188,"Otto Portmann, Landmetzg Rottal",Wolhuserstrasse 45,6017.0,Ruswil LU,SH,,"B, C, O, P",47.0786617,8.1115587
70147926,PaKu Baumann GmbH,Poststrasse 23,8505.0,Pfyn TG,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P",47.5979643,8.9538652
CH66312889,Paratte Romain,Rue des Rangiers 1,2350.0,Saignelégier JU,SH,,"B, C, O, P",47.258217,6.9987798
44147993,Perroud Patrick,Rte D'eclépens 10,1377.0,Oulens-sous-Echallens VD,"SH, CP",,"B, C, O, P, S",46.6436146,6.5738567
65570831,Pferdemetzgerei Bürgi,Binningerstrasse 169,4123.0,Allschwil BL,SH,"SH(III), GHE(IV)","B, S",47.5466941,7.5538703
73561426,Pferdemetzgerei Waibel Basil,Rheinstrasse 1C,9435.0,Heerbrugg SG,SH,SH(II),"B, C, O, P, S",47.4087238,9.6284171
41336363,Prétot Emilien,Grand-Rue 16,2345.0,Les Breuleux JU,SH,SH(II),"B, C, O, P, S",47.2103114,7.0069587
61908203,Regiometzg Huwiler,Wissebach ,6170.0,Schüpfheim LU,SH,,"B, C, O, P, S",46.95161,8.01723
80617436,Regionales Notlokal Stüsslingen,Hauptstrasse 50,4655.0,Stüsslingen SO,SH,"SH(II), SH(III)","B, C, O, P",47.393999,7.970731
52237948,Reichmuth Fleischwaren AG,Schützenstrasse 43,6430.0,Schwyz SZ,"SH, CP","CP(II), PP(VI)","B, C, O, P",47.0175431,8.653438
55548736,Restaurant &amp; Metzgerei Rebstock AG,Schulstrasse 1,5707.0,Seengen AG,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",47.3266181,8.2054093
41114318,Reussthal Metzgerei AG,Hauptstrasse 2,5524.0,Niederwil AG AG,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",47.3794843,8.2937224
46090842,Richard Claude,Rte de l'Etraz 23,1267.0,Vich VD,"SH, CP",,"B, C, O, P, S",46.4234774,6.2520983
41585302,ru-fleisch AG,Lochrietstrasse 23,8890.0,Flums SG,SH,SH(III),"B, C, O, P",47.0990602,9.3525238
66177792,Rufer Werner &amp; Barbara Metzgerei &amp; Partyservice,Hauptstrasse 206,5044.0,Schlossrued AG,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",47.2905444,8.0892152
40990085,Sandmeier Markus,Hauptstrasse 27,5742.0,Kölliken AG,"SH, CP","SH(II), CP(II), SH(III), CP(III), CP(IV), GHE(IV), MM(V), MP(V), MSM(V), PP(VI), PP(VIII), FFPP(VIII)","B, C, O, P, S",47.336301,8.0247345
64806454,Sauser Fernand,Rue de la Gare 43,2345.0,Les Breuleux JU,SH,SH(II),"B, C, O, P, S",47.2091104,6.9992835
62339403,Sauser Francis &amp; Daniella,Rue du 23-Juin 2,2340.0,Le Noirmont JU,SH,,"B, C, O, P, S",47.2249608,6.9578856
CH-101,SBZ Schlachtbetrieb Zürich AG,Hardgutstr. 9A,8004.0,Zürich ZH,SH,,"B, C, O, P, S",47.3848363,8.504811
63679378,Schenk Erwin,Bänikon ,8514.0,Amlikon-Bissegg TG,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",47.56192,9.03529
18751348,Schenkenberg Primefood AG,Ausserdorf 2,5108.0,Oberflachs AG,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",47.4413078,8.1283592
71467606,Schlachtanlage Abplanalp AG,,3862.0,Innertkirchen BE,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",46.70467,8.22876
70148914,Schlachtanlage Adelboden,Zelgstrasse 3,3715.0,Adelboden BE,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P",46.4922455,7.5604615
41364203,Schlachtanlage Aeschlimann AG Pio Aeschlimann,Landshutstrasse 50,3427.0,Utzenstorf BE,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P",47.1332539,7.5480162
70664336,Schlachtanlage Anstalten Witzwil,,3236.0,Gampelen BE,SH,,"B, P",47.01499,7.05994
64400191,Schlachtanlage BuureMetzg AG M.Hauswirth &amp; R.Bratschi,Alte Lauenenstrasse 10,3780.0,Gstaad BE,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P",46.4723813,7.2877548
42970537,Schlachtanlage Bürgi COB Prod. Bürgi Cäsar &amp; Oliver,Grossprobstenberg ,2747.0,Seehof BE,SH,"SH(III), GHE(IV)","B, C, O, P",47.30467,7.52496
70148448,Schlachtanlage Büsserach,Industriestrasse 11,4227.0,Büsserach SO,SH,"SH(II), SH(III)","B, C, O, P",47.3953808,7.5345032
70148804,Schlachtanlage Bützberghof Minder Rudolf,Bützberg 2,4917.0,Busswil b. Melchnau BE,SH,SH(III),"B, C, O, P",47.18213,7.85128
65842967,Schlachtanlage Diemtigen &amp; Umg.,Wilerweg 23,3754.0,Diemtigen BE,SH,SH(III),"B, C, O, P, S",46.6579348,7.5750442
70148998,Schlachtanlage Fahrni,,3531.0,Oberthal BE,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P",46.91998,7.68483
66140279,Schlachtanlage Frutigland Fleisch AG,,3714.0,Frutigen BE,SH,"SH(II), SH(III)","B, C, O, P, S",46.58782,7.64751
67034363,Schlachtanlage Frutigland Fleisch AG,,3713.0,Reichenbach im Kandertal BE,SH,SH(III),"B, C, O, P",46.62541,7.69362
52380254,Schlachtanlage Galgenbühl,,3770.0,Zweisimmen BE,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",46.55452,7.37385
62531519,Schlachtanlage Garius Metzgerei,,3425.0,Koppigen BE,SH,SH(II),"B, O, P",47.13385,7.59875
71467758,Schlachtanlage Gerber,,3623.0,Horrenbach BE,SH,"SH(II), SH(III)","B, C, O, P",46.87251,7.59563
80500021,Schlachtanlage Gerber Jakob &amp; Marianne Gerber,Fraumatt 174,3618.0,Süderen BE,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",46.81667,7.75
70148762,Schlachtanlage Grindelwald z.H. Ackerbaustelle,Talgüetli ,3818.0,Grindelwald BE,SH,"SH(II), SH(III)","B, C, O, P",46.62396,8.03601
41502589,Schlachtanlage Gygax Adrian Gygax,Dorfstrasse 14,3432.0,Lützelflüh-Goldbach BE,SH,,"B, C, O, P",47.0063467,7.6847722
70148741,Schlachtanlage Habkern,,3804.0,Habkern BE,SH,,"B, C, O, P",46.72639,7.86304
41532080,Schlachtanlage Heidbühl Metzg AG,Heidbühl ,3537.0,Eggiwil BE,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",46.87575,7.79567
41365123,Schlachtanlage Hofer Hofer Beat,Oberdorfstrasse 12,3322.0,Urtenen-Schönbühl BE,SH,SH(II),"B, O, P",47.0286019,7.5001212
41318888,Schlachtanlage Holzer,Dorfstrasse 9,3324.0,Hindelbank BE,SH,,"B, C, O, P",47.0433129,7.5402319
65292299,Schlachtanlage Hort Metzgerei Hort,Muhlernstrasse 238,3098.0,Schliern b. Köniz BE,SH,,"B, C, O, P",46.92436,7.41457
41273991,Schlachtanlage Jöhr AG Metzgerei Jöhr AG,Neumattweg 21,3067.0,Boll BE,SH,,"B, C, O",46.9527944,7.5390801
62687880,Schlachtanlage Keller,,3532.0,Zäziwil BE,SH,"SH(II), GHE(IV)","B, C, O, P",46.90196,7.66185
41438284,Schlachtanlage Küng,,3125.0,Toffen BE,SH,SH(III),"B, C, O, P",46.86031,7.49216
70660703,Schlachtanlage Landi Leuzigen,Hintere Gasse 13 A,3297.0,Leuzigen BE,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P",47.1743699,7.4538384
71469252,Schlachtanlage Liechti,,3538.0,Röthenbach im Emmental BE,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",46.85425,7.74251
70656927,Schlachtanlage Luginbühl,,3665.0,Wattenwil BE,SH,,"B, C, O, P",46.76973,7.50835
70148757,Schlachtanlage Lütschental,,3816.0,Lütschental BE,SH,,"B, C, O",46.63727,7.9499
46866764,Schlachtanlage Marti Marti Metzgerei AG,Unterstrasse 28,3360.0,Herzogenbuchsee BE,SH,,"B, O, P",47.1902128,7.7034681
41478093,Schlachtanlage Meister,Dorf 108c,4954.0,Wyssachen BE,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",47.07851,7.82922
41469759,Schlachtanlage Metzgerei AG Beat Bieri,Neubau ,6197.0,Schangnau BE,SH,"SH(II), SH(III)","B, C, O, P, S",46.82784,7.85987
61645313,Schlachtanlage Metzgerei Meyer GmbH,Mühlegasse 19,3283.0,Kallnach BE,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P",47.0225138,7.2355165
70148542,Schlachtanlage Mümliswil,Förstlenweg 24,4717.0,Mümliswil SO,SH,"SH(II), SH(III)","B, C, O, P",47.3414464,7.7006259
41379194,Schlachtanlage Niesen-Metzg,Gurzelestrasse 12,3752.0,Wimmis BE,SH,,"B, C, O, P",46.6756721,7.6388955
41168423,Schlachtanlage Niklaus,,4917.0,Melchnau BE,SH,,"B, C, O, P",47.18213,7.85128
41402309,Schlachtanlage Nussbaum,,3114.0,Wichtrach BE,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",46.8501,7.57748
42144811,Schlachtanlage Nussbaum,Sägegasse 27,3110.0,Münsingen BE,SH,SH(II),"B, C, O, P",46.8735889,7.5547362
41374856,Schlachtanlage Nussbaum,Stockentalstrasse 70,3647.0,Reutigen BE,SH,"SH(II), SH(III)","B, C, O, P",46.6959777,7.6185674
42870330,Schlachtanlage Oberli,,6197.0,Schangnau BE,SH,"SH(II), SH(III)","B, C, O, P",46.82784,7.85987
70148495,Schlachtanlage Oensingen,Hauptstrasse 84,4702.0,Oensingen SO,SH,"SH(II), SH(III)","B, C, O, P",47.289916,7.7260478
70148872,Schlachtanlage Raft Metzg-Hüsi,Dorf ,3655.0,Sigriswil BE,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P",46.71656,7.71335
41468509,Schlachtanlage Reber,,3555.0,Trubschachen BE,SH,,"B, C, O, P",46.92228,7.8452
70148940,Schlachtanlage Rest. Linde,,3664.0,Burgistein BE,SH,"SH(III), GHE(IV)","B, C, O, P, S",46.78464,7.49988
70148825,Schlachtanlage Rohrbach,Walke 10,4938.0,Rohrbach BE,SH,"SH(II), SH(III)","B, C, O, P",47.1376231,7.80054
50679991,Schlachtanlage Rufener,,3638.0,Blumenstein BE,SH,"SH(II), SH(III)","B, C, O, P",46.7421,7.52136
80527620,Schlachtanlage Rychener,Eggiwilstrasse 13,3535.0,Schüpbach BE,SH,SH(III),"B, C, O, P",46.9241442,7.7412137
41262277,Schlachtanlage Schaufelberger Bernhard GmbH,Bernstrasse 60,3267.0,Seedorf BE BE,SH,SH(III),"B, C, O, P",47.0355586,7.3120877
66108846,Schlachtanlage Schenk,,3036.0,Detligen BE,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P",47.00308,7.27357
70218372,Schlachtanlage Schwellenkorpo.- Aareboden,Mattenweg 8,3855.0,Brienz BE BE,SH,,"B, C, O, P",46.7477689,8.0631743
43045641,Schlachtanlage Segessenmann,Dorfstrasse 5,3305.0,Scheunen BE,SH,"SH(II), GHE(IV)","B, C, O, P",47.0695921,7.4589116
41525078,Schlachtanlage Soltermann,,3367.0,Thörigen BE,SH,"SH(III), GHE(IV)","B, C, O, P, S",47.17306,7.72888
41502112,Schlachtanlage Sommer,Trachselwaldstrasse 3,3455.0,Grünen BE,SH,,"B, C, O, P, S",47.0244477,7.7414386
43067446,Schlachtanlage Steffisburg Siegenthaler Hans,Unterer Riederenweg 64,3612.0,Steffisburg BE,SH,SH(II),"B, C, O, P",46.7945667,7.6133549
70218325,Schlachtanlage Stengeli,,3150.0,Schwarzenburg BE,SH,"SH(II), SH(III)","B, C, O, P, S",46.81811,7.34208
70657648,Schlachtanlage Stettler Schüpfen GmbH,Bergackerweg 1,3054.0,Schüpfen BE,SH,,"B, C, O, P",47.0360723,7.3766105
41273813,Schlachtanlage Stucki,Worbstrasse 1,3067.0,Boll BE,SH,,"B, C, O, P",46.9540004,7.5489304
42886571,Schlachtanlage Stähli Stähli Peter &amp; Silvia,Niederboden ,3622.0,Homberg b. Thun BE,SH,,"B, C, O, P",46.77642,7.68322
80556967,Schlachtanlage Tanner,Hausmattweid 2,3152.0,Mamishaus BE,SH,SH(III),"B, C, O, P, S",46.811139,7.3613809
41275014,Schlachtanlage Tschanz,Hauptstrasse 12,4936.0,Kleindietwil BE,SH,"SH(II), GHE(IV)","B, C, O, P",47.1446429,7.7906711
42926936,Schlachtanlage Von Allmen Ulrich Von Allmen,Eschen ,3826.0,Gimmelwald BE,SH,,"B, C, O",46.546,7.89149
70148736,Schlachtanlage VVK Lenk i.S.,Lenkstrasse ,3775.0,Lenk im Simmental BE,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",46.45826,7.44298
70149567,Schlachtanlage VVK Oberwil i.S.,Hüpbach ,3765.0,Oberwil im Simmental BE,SH,,"B, C, O, P",46.65688,7.43513
70148720-2,Schlachtanlage VVK Reutigen,,3647.0,Reutigen BE,SH,,"B, C, O, P",46.69363,7.62102
70148673,Schlachtanlage VVK Rüeggisberg,,3088.0,Rüeggisberg BE,SH,,"B, C, O, P, S",46.82216,7.4389
80521189,Schlachtanlage VVK Uetendorf,,3661.0,Uetendorf BE,SH,SH(II),"B, C, O, P",46.77392,7.57251
70148778,Schlachtanlage VVK Viehversicherungskasse,Urbachseystrasse 31a,3860.0,Meiringen BE,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",46.7314943,8.170322
45070373,Schlachtanlage Walterswil,Ruessenstrasse 5b,6340.0,Baar ZG,"SH, CP","SH(II), CP(II), SH(III), CP(III), PP(VI)","B, C, O, P, S",47.19544,8.53701
70148516,Schlachtanlage Welschenrohr,Dünnernstrasse 314,4716.0,Welschenrohr SO,SH,"SH(II), SH(III)","B, C, O, P",47.2800072,7.5313911
41537361,"Schlachtbetrieb Gunzwil, Estermann Heinrich",Sagen ,6222.0,Gunzwil LU,SH,,"B, C, O, P",47.21072,8.17932
61184033,Schlachtbetrieb Gyrenbad,Höhenstr. 106,8340.0,Hinwil ZH,SH,"SH(II), SH(III)","B, C, O, P, S",47.3091774,8.8723096
52840881,Schlachtbetrieb Häberli Peter,Käppelistr. 1,6287.0,Aesch LU LU,SH,,"B, C, O, P",47.2553189,8.237795
107,Schlachtbetrieb St.Gallen SBAG,Schlachthofstr. 24,9015.0,St. Gallen SG,SH,,B,47.4070575,9.2907866
78556103,Schlachtbetrieb Visperterminen,,3932.0,Visperterminen VS,SH,,"B, C, O",46.25899,7.90192
61138063,Schlachtgen. Burgdorf &amp; Umgeb.,,3400.0,Burgdorf BE,SH,,"B, C, O, P, S",47.05901,7.62786
65350977,Schlachthaus Bödemli AG,Turbachstrasse 59,3780.0,Gstaad BE,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",46.4709771,7.2984801
70218152,Schlachthaus Engelberg,Engelbergerstrasse 125,6390.0,Engelberg OW,SH,SH(III),"B, C, O",46.8240514,8.3837429
70678957,Schlachthaus Gamsen,,3900.0,Brig VS,SH,,"B, C, O, P, S",46.31667,7.98333
41567717,Schlachthaus Rüti-Büron AG,Rütistrasse ,6233.0,Büron LU,"SH, CP",PP(VI),"B, C, O, P, S",47.21206,8.09421
70148233,Schlachthaus Wilchingen,Schlachthaus Wilchingen an der Bettengasse Vers. Nr. 72,8217.0,Wilchingen SH,SH,"SH(II), SH(III)","B, C, O, P, S",47.66745,8.46774
70218262,Schlachthausgem.Dägerlen-Hettlingen,Dorfstr. 10A,8471.0,Rutschwil (Dägerlen) ZH,SH,"SH(II), SH(III)","B, C, O, P, S",47.5583421,8.7284482
61772356,Schlachthausgenossenschaft,,4900.0,Langenthal BE,SH,,"B, C, O, P, S",47.21584,7.79453
70147863,Schlachthauskorporation Tuttwil,,9546.0,Tuttwil TG,SH,SH(II),"B, C, O, P",47.48351,8.94218
70600421,Schlachthausverein Arn,Hüttenstr. 17,8810.0,Horgen ZH,SH,"SH(II), SH(III)","B, C, O, P, S",47.2377494,8.6157829
70149090,Schlachthausverein Oerlingen,Weiherstr. 2,8461.0,Oerlingen ZH,SH,"SH(II), SH(III)","B, C, O, P, S",47.6238208,8.6760769
71511286,Schlachthof,,3907.0,Simplon Dorf VS,SH,,"B, C, O, P",46.19451,8.05753
71689667,Schlachthof Baumgartner,Unterdorfstr. 10,9451.0,Kriessern SG,SH,,"B, C, O, P, S",47.3664114,9.6080799
41140868,Schlachthof Büttner AG,Industriestrasse Althau 15,5303.0,Würenlingen AG,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",47.5303719,8.2415312
61601494,"Schlachthof Gruben Huus-Metzg, Notschlachtlokal Niederuzwil",Grueben ,9244.0,Niederuzwil SG,SH,"SH(II), SH(III)","B, C, O, P, S",47.44655,9.14165
80373292,Schlachthof Metzgerei G. Zuber Ag,Metzgerei ,3922.0,Stalden VS VS,SH,,"B, C, O, P, S",46.23341,7.87273
63392618,Schlachthof Metzgerei Mark AG,Lundnerstrasse 69,7222.0,Lunden GR,SH,"SH(III), GHE(IV)","B, C, O, P, S",46.95134,9.71429
65395213,Schlachthof Mittelbünden AG,Unterrealta ,7408.0,Cazis GR,"SH, CP",SH(II),"B, C, O, P, S",46.72308,9.42881
69519825,Schlachthof Zermatt,,3920.0,Zermatt VS,SH,,"B, C, O, P, S",46.02126,7.74912
79910235,Schlachthüsi Freimettigen,Katzengässli 1,3510.0,Konolfingen BE,SH,"SH(II), SH(III)","B, C, O, P, S",46.8716487,7.6275033
ZB-69834275,Schlachthüsli Fey GmbH,Dielsdorferstr. 2,8173.0,Neerach ZH,SH,,B,47.510702,8.4776473
69834275,Schlachthüsli Fey GmbH,Dielsdorferstr. 2,8173.0,Neerach ZH,SH,"SH(II), SH(III)","B, C, O, P, S",47.510702,8.4776473
70148254,Schlachtlokal Arisdorf,Hauptstrasse 72,4422.0,Arisdorf BL,SH,"SH(III), GHE(IV)","B, C, O, P",47.510207,7.7651008
70148275,Schlachtlokal Bennwil,Spittelerweg 1,4431.0,Bennwil BL,SH,,"B, C, O, P",47.4034863,7.780186
74342247,Schlachtlokal Carnatira Janki SA,Via Staziun 8,7156.0,Rueun GR,SH,"SH(III), GHE(IV)","B, C, O, P, S",46.7749614,9.1468181
55143351,Schlachtlokal Curschellas SA,Via Alpsu 73,7188.0,Sedrun GR,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",46.679635,8.7735124
70687422,Schlachtlokal Diegten,Zälghagweg 55,4457.0,Diegten BL,SH,,"B, C, O",47.4123463,7.8130524
65199213,Schlachtlokal Fleischgenossenschaft Sernftal,Sernftalstrasse 38,8765.0,Engi GL,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",46.9827638,9.1461965
70148144,Schlachtlokal Fleischzentrum Klosters Davos AG,Gulfiastrasse 38,7252.0,Klosters Dorf GR,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",46.8823961,9.8690069
70148191,Schlachtlokal Furna,Geissbodenweg 3,7232.0,Furna GR,SH,"SH(III), GHE(IV)","B, C, O, P, S",46.9350868,9.6784953
45865628,Schlachtlokal Gelterkinden,Fabrikweg 11,4460.0,Gelterkinden BL,SH,,"B, C, O, P",47.4660985,7.8585637
68085888,Schlachtlokal Genossenschafts-Metzgerei,Gewerbestrasse 6,7107.0,Safien Platz GR,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",46.6794739,9.3147272
64842232,Schlachtlokal Grava,,7452.0,Cunter GR,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",46.60959,9.58978
42550678,Schlachtlokal Hartmann,Oberdorfstrasse 11,7202.0,Says GR,SH,,"B, C, O, P",46.90737,9.58238
51958523,Schlachtlokal Hatecke,Center Augustin ,7550.0,Scuol GR,SH,"SH(III), GHE(IV)",B,46.79676,10.30595
